MONTH,STATUS,STORE,CITY,ZONE MAPPING,REVENUE COHORT,CM COHORT,EBITDA CATEGORY,EBITDA COHORT,ORDER COUNT,CART SALES,DISCOUNT,NET REVENUE,IDEAL FOOD COST,GROSS MARGIN,KITCHEN EBITDA,VARIANCE,EBITDA %,GM %,MONTH_SORT
2024-01-01,Inactive,Baker Ltd,Mumbai,South,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,7529,2486334.34,714099.49,1869786.8,731935.94,1060763.45,-345437.17,21162.78,-18.47468224719524,56.73178621220344,2024-01-01
2024-01-01,Inactive,"Baker, Morgan and Torres",Mumbai,West,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,9135,4434331.12,735251.93,3742240.35,1155953.64,2469864.77,1056908.06,16534.85,28.242655766351298,65.99962960690111,2024-01-01
2024-01-01,Inactive,Ball Ltd,Ahmedabad,West,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,9972,3831298.48,990613.27,2967011.46,1382348.1,1457520.06,17719.2,26925.6,0.5972069956211089,49.12418032925292,2024-01-01
2024-01-01,Inactive,Ballard-Jones,Hyderabad,North,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,11487,4875181.11,1090281.63,3845702.37,1485556.7,2273224.9,801655.06,16215.08,20.845478481476974,59.11078604868738,2024-01-01
2024-01-01,Inactive,Barnes Inc,Pune,East,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,11155,4824042.89,1182457.93,3694333.62,1177777.33,2425634.61,937945.7,28970.51,25.388765511654032,65.65824474726243,2024-01-01
2024-01-01,Inactive,Barrett PLC,Ahmedabad,North,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,8872,3315497.73,524165.15,2857203.31,1061154.77,1703116.41,249172.4,29187.6,8.720849479906278,59.60781313808572,2024-01-01
2024-01-01,Inactive,Bauer-Woods,Ahmedabad,South,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,11648,4707993.61,777356.21,3988439.12,1402568.87,2500362.88,1261284.05,29472.03,31.623500122524124,62.69026064512174,2024-01-01
2024-01-01,Inactive,"Bishop, Meadows and Sharp",Mumbai,West,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,14876,4600229.66,760271.04,3926631.2,1197970.72,2618076.94,1307607.46,16175.35,33.3010001041096,66.67488762377276,2024-01-01
2024-01-01,Inactive,Bowman-Martinez,Pune,West,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,8248,3627019.93,632342.36,3054749.22,1247900.06,1682234.11,339239.36,19392.97,11.105309652882077,55.06946688081976,2024-01-01
2024-01-01,Inactive,Brooks Ltd,Pune,West,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,14658,5385504.0,1140454.64,4336681.24,1402558.7,2853215.71,1409416.03,15525.4,32.499876103414046,65.7926084970912,2024-01-01
2024-01-01,Inactive,"Brown, Newton and Vargas",Pune,North,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,14570,6888497.19,1757044.76,5248561.86,1842542.58,3314528.76,2015858.44,13803.84,38.40782472934405,63.15118023587512,2024-01-01
2024-01-01,Inactive,Brown-Reed,Mumbai,South,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,7502,3726393.66,854167.19,2962550.47,1404467.81,1502315.94,150537.31,12814.45,5.081341618460258,50.71022266837532,2024-01-01
2024-01-01,Inactive,Burke-Johnson,Pune,North,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,7569,3678559.48,590638.41,3142931.96,1442605.0,1579435.86,347215.03,23440.52,11.047487964072886,50.25358105429684,2024-01-01
2024-01-01,Inactive,"Burnett, Dudley and Hayes",Pune,East,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,8047,2919512.24,786268.01,2240650.09,822880.93,1273391.21,61315.94,28059.31,2.7365245592630667,56.83132835792313,2024-01-01
2024-01-01,Inactive,Camacho-Hayes,Ahmedabad,North,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,8854,2795401.39,650742.63,2236621.35,737518.58,1442203.42,106325.09,21023.94,4.75382612260229,64.48134012491653,2024-01-01
2024-01-01,Inactive,Cannon-Mills,Ahmedabad,South,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,13371,6212223.35,1050579.1,5250784.74,2280918.57,2885225.77,1513672.32,29577.2,28.827544737627157,54.948467950335356,2024-01-01
2024-01-01,Inactive,"Carter, Peterson and Jones",Ahmedabad,South,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,9397,3896678.07,828183.9,3143503.44,1227385.45,1841707.43,580922.5,28299.44,18.480097480026934,58.58773388204086,2024-01-01
2024-01-01,Inactive,Carter-Meyers,Pune,South,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,7126,3346337.84,649877.76,2769414.38,846975.38,1863852.77,577506.02,25691.75,20.853001420466374,67.30133213217447,2024-01-01
2024-01-01,Inactive,Chen LLC,Pune,North,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,7702,2772298.74,491817.15,2414534.95,1057318.53,1261440.45,-58507.25,29211.59,-2.423127070494465,52.24361941830661,2024-01-01
2024-01-01,Inactive,Chen-Smith,Bangalore,South,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,13913,6151402.68,1828451.63,4466239.63,2099445.34,2246315.86,904638.21,13919.57,20.255030740479995,50.29546209100294,2024-01-01
2024-01-01,Inactive,"Colon, Henderson and May",Pune,North,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,7741,3533151.87,1054792.48,2597611.45,981641.89,1491722.1,132882.73,17625.23,5.115573770665355,57.426683270894884,2024-01-01
2024-01-01,Inactive,Cooke-Valentine,Bangalore,West,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,10083,4635703.27,1352598.38,3406361.7,1585740.52,1733783.73,459160.27,11779.51,13.479492503688025,50.89840371326392,2024-01-01
2024-01-01,Inactive,Cruz-Murillo,Pune,West,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,7242,2896740.6,751812.46,2215824.43,999591.2,1153678.25,-112322.78,15046.24,-5.0691191269156635,52.065417926635995,2024-01-01
2024-01-01,Inactive,Daniel-Rice,Bangalore,West,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,13496,5595529.59,1427321.17,4227878.66,1882064.44,2289428.69,1071524.57,19061.13,25.344260234753285,54.15076623793171,2024-01-01
2024-01-01,Inactive,"Davis, Cortez and Mcdonald",Ahmedabad,East,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,10623,5294166.52,1009462.84,4366637.05,1563084.61,2662704.95,1360693.04,18215.1,31.161120661493953,60.97838953663438,2024-01-01
2024-01-01,Inactive,Davis-Olson,Bangalore,West,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,11879,5427416.48,925042.18,4576982.13,1804858.7,2644913.2,1357744.82,23147.82,29.66463013042177,57.78727390399491,2024-01-01
2024-01-01,Inactive,"Duran, Parker and Hale",Ahmedabad,South,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,13247,5138923.9,1114853.57,4124563.92,1279006.28,2753272.03,1402607.09,24458.02,34.006191132079735,66.75304549529201,2024-01-01
2024-01-01,Inactive,Edwards-Romero,Ahmedabad,South,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%,9382,3466278.92,723714.45,2795378.43,951363.48,1777850.26,385788.0,12577.14,13.800922117010108,63.59962718893842,2024-01-01
2024-01-01,Inactive,"Elliott, Hunter and Hill",Ahmedabad,West,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,14184,5404807.78,1214026.49,4256906.66,1461225.1,2696254.17,1297672.79,28986.14,30.483938071594924,63.338343669485106,2024-01-01
2024-01-01,Inactive,Ferguson-Henderson,Ahmedabad,West,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,14271,5943576.39,1428566.08,4606571.57,1745155.84,2734033.15,1495760.36,18029.08,32.470142648841986,59.35071470082467,2024-01-01
2024-01-01,Inactive,Ford Group,Mumbai,East,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,10317,4854775.74,1274132.48,3714863.24,1430479.39,2148926.67,866645.43,17233.33,23.32913418368532,57.846723584903756,2024-01-01
2024-01-01,Inactive,"Fox, Huang and Shaw",Pune,East,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,9323,4059030.24,696262.38,3446235.14,1091106.7,2220856.81,952383.27,21595.16,27.63546976077784,64.44298545455607,2024-01-01
2024-01-01,Inactive,Frank PLC,Mumbai,North,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,8698,2980215.42,627411.2,2434104.91,900011.77,1429773.84,173386.77,22801.41,7.1232250215542265,58.739203644266915,2024-01-01
2024-01-01,Inactive,Frederick Inc,Mumbai,South,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,12458,4040793.11,1130527.53,3004549.0,996183.7,1909330.26,739768.01,28086.66,24.621599115208305,63.547982076511325,2024-01-01
2024-01-01,Inactive,Fuller LLC,Hyderabad,East,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,9282,3685025.67,592678.17,3172345.44,1125760.28,1967240.16,640647.56,14084.01,20.19476037893276,62.01216724998271,2024-01-01
2024-01-01,Inactive,"Garcia, Garcia and Watkins",Ahmedabad,West,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,13458,4760894.26,1427338.82,3492965.6,1583467.09,1762294.3,503508.43,29719.44,14.414926674342283,50.45266692577791,2024-01-01
2024-01-01,Inactive,Garza-Sanchez,Hyderabad,North,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,10601,4838575.68,1187311.8,3782351.82,1689363.09,2012970.53,534167.24,22319.58,14.122621729038418,53.220076444395914,2024-01-01
2024-01-01,Inactive,"Gay, Walker and Ruiz",Ahmedabad,West,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,11471,3488311.67,627646.32,2996473.63,1039028.98,1869622.73,534823.95,18860.91,17.848445073751574,62.39409922656319,2024-01-01
2024-01-01,Inactive,"Gibbs, Mcdowell and Clark",Hyderabad,South,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,14258,6327755.84,1221560.74,5216695.26,1925088.75,3238694.13,1822210.61,23456.52,34.93036336571441,62.08325325869236,2024-01-01
2024-01-01,Inactive,Gibson-Floyd,Mumbai,West,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,14513,5019692.14,1145428.28,3969884.37,1355012.67,2520067.09,1139076.3,24425.45,28.69293394557988,63.47960935698487,2024-01-01
2024-01-01,Inactive,Gilmore-Wall,Mumbai,West,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,10633,3412030.72,536014.43,2956516.04,994958.48,1836990.88,246469.78,27911.84,8.336493922759168,62.133634830541965,2024-01-01
2024-01-01,Inactive,"Green, Howard and Campbell",Pune,East,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,7986,3882711.26,983991.68,2974597.4,1244576.61,1675199.59,134168.89,20889.78,4.5104890497114,56.316851147654475,2024-01-01
2024-01-01,Inactive,Greene-Carpenter,Pune,West,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,8858,3510697.78,962878.62,2661049.7,916637.22,1603965.55,29612.75,26442.92,1.1128221318076095,60.27567053708166,2024-01-01
2024-01-01,Inactive,"Guzman, Hernandez and Turner",Ahmedabad,South,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,13384,4374433.05,1079231.73,3357439.79,1334841.25,1945811.18,466261.54,16682.86,13.887413301907642,57.95520699419602,2024-01-01
2024-01-01,Inactive,"Guzman, Pearson and Williams",Mumbai,North,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,11337,4141318.37,942799.07,3241757.49,1317276.92,1794421.9,563602.76,27896.33,17.385716289345257,55.35336636177556,2024-01-01
2024-01-01,Inactive,Hamilton-Wilson,Pune,West,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,7815,3341912.67,661981.05,2800878.55,1208639.93,1511235.22,127346.39,20815.31,4.546658761766018,53.95575684636522,2024-01-01
2024-01-01,Inactive,Hammond Ltd,Mumbai,West,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,7182,3410333.23,764023.73,2696915.27,1000036.89,1575475.12,206995.33,12420.5,7.675262634409719,58.41767212805318,2024-01-01
2024-01-01,Inactive,Haney-Chan,Pune,South,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,7693,2519160.44,573639.26,1992975.41,703415.06,1224568.49,-135908.09,26825.94,-6.819356090299178,61.44423477859168,2024-01-01
2024-01-01,Inactive,"Hansen, Delgado and Bennett",Ahmedabad,East,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,8018,3322415.98,789351.13,2636910.39,1252779.68,1239123.79,126565.74,29322.0,4.799774026450705,46.991501671772774,2024-01-01
2024-01-01,Inactive,"Harris, Miller and Copeland",Bangalore,West,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,14253,5873409.05,945907.6,5035896.29,2036445.43,2932552.72,1465311.09,17827.81,29.097324599589804,58.23298477816746,2024-01-01
2024-01-01,Inactive,Harris-Randall,Pune,South,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,7514,2498384.2,733204.99,1882655.52,622555.71,1141005.62,-331718.21,27472.64,-17.619697627954796,60.60618142186735,2024-01-01
2024-01-01,Inactive,Harrison-Mora,Pune,South,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,8665,3889730.69,886980.58,3134951.25,1020926.52,2063195.55,724033.54,16868.63,23.095527881015695,65.81268369005738,2024-01-01
2024-01-01,Inactive,"Harvey, Marshall and Martin",Hyderabad,East,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,12099,3798205.96,884717.67,2998183.17,1206882.98,1696655.66,391537.33,10349.91,13.059153087034373,56.58945980942185,2024-01-01
2024-01-01,Inactive,Henderson Group,Ahmedabad,West,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,7065,2870312.86,517194.66,2434589.21,1059677.59,1250759.89,-72578.64,11060.52,-2.9811452257278344,51.37457624730046,2024-01-01
2024-01-01,Inactive,Henderson Inc,Ahmedabad,South,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,10477,4903919.23,1442879.04,3598415.81,1602840.53,1880381.5,499447.89,11282.16,13.879660283062172,52.25581476088501,2024-01-01
2024-01-01,Inactive,"Henry, Spencer and Moore",Hyderabad,East,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,7110,2642281.88,546414.27,2189003.59,868532.45,1205353.44,-274026.77,13434.02,-12.518333512646274,55.06402298773754,2024-01-01
2024-01-01,Inactive,Higgins Inc,Hyderabad,West,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,11665,4101823.59,1032823.36,3181712.44,1088348.16,2007600.16,564655.93,20234.89,17.74691901446631,63.098101976808444,2024-01-01
2024-01-01,Inactive,Higgins-Fernandez,Pune,North,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,11022,4288990.42,693254.4,3705849.13,1652503.92,1987973.03,550864.63,18565.86,14.864734388148177,53.64419759851368,2024-01-01
2024-01-01,Inactive,Hill-Williams,Ahmedabad,East,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,11991,5183650.81,907023.85,4350610.56,1683763.91,2576451.0,1056646.49,15414.84,24.28731497401597,59.220446520499415,2024-01-01
2024-01-01,Inactive,Hodges Inc,Hyderabad,South,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,13915,6379567.46,1436530.65,5011775.85,1941358.55,2922719.53,1712417.09,27666.38,34.16787065606696,58.317044047370956,2024-01-01
2024-01-01,Inactive,"Holt, Willis and Dunlap",Ahmedabad,West,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,13072,5790348.49,1112351.84,4759939.13,1497218.76,3208319.52,1719062.44,23155.15,36.11521897760067,67.40253251936018,2024-01-01
2024-01-01,Inactive,Hopkins-Singleton,Ahmedabad,South,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,7287,3052486.2,615788.35,2521956.35,1094150.69,1356156.6,-36067.28,19517.85,-1.4301310171367556,53.773991766352346,2024-01-01
2024-01-01,Inactive,Horton-Wells,Ahmedabad,West,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,10985,5320094.5,1226210.24,4159985.56,1686859.27,2357714.54,1050931.6,13415.66,25.262866537450197,56.67602701967071,2024-01-01
2024-01-01,Inactive,Jackson Group,Hyderabad,East,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,11108,5059648.12,1030731.95,4118678.82,1901686.43,2115505.46,851771.85,17373.48,20.680705809442067,51.363690942038545,2024-01-01
2024-01-01,Inactive,Jackson-Kelly,Bangalore,North,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,12848,4551236.46,1137343.4,3494865.1,1292049.94,2087486.77,633561.98,14737.21,18.128367243702765,59.730110040584975,2024-01-01
2024-01-01,Inactive,"Jacobs, Schneider and Sanchez",Ahmedabad,East,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,7509,2867254.66,819096.15,2114746.13,647793.08,1397867.24,85239.36,27566.68,4.0307136062710285,66.10094801308372,2024-01-01
2024-01-01,Inactive,Jacobson-Terrell,Ahmedabad,East,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,8993,3701519.91,780926.26,2985257.62,1248402.45,1592115.37,370858.16,25180.31,12.422986797367255,53.33259546290012,2024-01-01
2024-01-01,Inactive,"James, Foster and Velasquez",Pune,South,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,11537,5685239.81,1399916.12,4358748.51,1801946.81,2501444.04,1163175.83,17282.42,26.686004648614155,57.389042617648066,2024-01-01
2024-01-01,Inactive,Jenkins PLC,Bangalore,East,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,9275,3322739.35,885806.7,2511811.27,762709.18,1679502.35,218200.16,12171.1,8.686964765469819,66.8641935825059,2024-01-01
2024-01-01,Inactive,Jensen-Edwards,Bangalore,West,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,9462,3190246.48,929330.9,2390730.64,686782.95,1635861.89,442065.87,14306.59,18.490827138936904,68.4251861179978,2024-01-01
2024-01-01,Inactive,Jimenez LLC,Hyderabad,North,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,14633,5426105.35,1347698.69,4151296.72,1587600.98,2456746.01,966257.19,18755.3,23.27603289219952,59.18020743166728,2024-01-01
2024-01-01,Inactive,Johnson Group,Bangalore,South,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,12320,5400498.15,1289999.76,4223351.65,1447041.43,2635986.56,1250434.11,20340.31,29.60762478776779,62.41456498181959,2024-01-01
2024-01-01,Inactive,Johnson-Ruiz,Hyderabad,South,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,11495,3716787.17,565547.8,3278393.52,1170529.8,2009656.18,709139.98,11249.94,21.63071564392306,61.30002904593345,2024-01-01
2024-01-01,Inactive,"Johnston, Kirby and Smith",Bangalore,East,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,10471,4730201.63,1133229.99,3673485.66,1583579.23,2019681.01,797919.92,28781.37,21.721057160734908,54.97996172931842,2024-01-01
2024-01-01,Inactive,Jones-Perez,Bangalore,West,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,10673,5262803.19,1420026.24,3947423.22,1748343.16,2100807.38,692336.02,19690.1,17.538935690812497,53.21971480929779,2024-01-01
2024-01-01,Inactive,Keller Group,Mumbai,South,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,7859,3296920.25,700186.73,2699532.78,809907.56,1765853.15,525758.85,28064.47,19.475920199791016,65.41328792458671,2024-01-01
2024-01-01,Inactive,Kidd-Carter,Ahmedabad,West,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,9703,4395788.14,903138.45,3592142.45,1371383.05,2153018.16,786133.2,28927.64,21.884800253397522,59.936881400680534,2024-01-01
2024-01-01,Inactive,Kim-Williams,Hyderabad,North,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,10113,3826948.47,1005015.78,2938712.66,1058416.36,1828380.75,331408.33,24781.34,11.27733018987981,62.21706446114401,2024-01-01
2024-01-01,Inactive,Lane-Pena,Mumbai,East,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,12890,4213157.18,1091017.66,3197008.53,1178266.38,1947259.4,603228.28,19852.61,18.868522693619465,60.908795886134214,2024-01-01
2024-01-01,Inactive,Lee LLC,Bangalore,South,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,14963,4908046.67,1308672.14,3678406.1,1603925.66,1949682.2,532424.99,22663.69,14.474339578764834,53.003451685228555,2024-01-01
2024-01-01,Inactive,Long Group,Mumbai,South,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,13051,5925568.01,1026993.52,5014457.03,2307014.79,2636498.82,1241923.48,14668.97,24.766858556568387,52.57795219355982,2024-01-01
2024-01-01,Inactive,"Long, Freeman and Castro",Pune,West,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,13161,6391445.38,1768456.56,4719766.35,1468630.14,3180785.41,1812606.83,12783.18,38.40458818475199,67.3928574875322,2024-01-01
2024-01-01,Inactive,Long-Beck,Pune,East,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,12669,4410158.93,1106321.78,3371769.98,1221073.85,2073631.74,675143.17,27011.49,20.02340533324281,61.499798393720795,2024-01-01
2024-01-01,Inactive,Long-Stokes,Hyderabad,East,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,11281,4669121.08,958715.05,3792222.64,1252388.33,2393304.04,1024525.36,16828.12,27.016487618459024,63.11085258433033,2024-01-01
2024-01-01,Inactive,Manning-Acosta,Hyderabad,East,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,8430,4047819.16,969130.89,3212845.89,1337559.23,1752696.39,412104.92,19253.54,12.82678765522737,54.552768791533914,2024-01-01
2024-01-01,Inactive,"Marsh, Cox and Martinez",Mumbai,North,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,14801,6400317.81,1452234.98,5028165.35,2185439.45,2703805.75,1383381.52,14619.18,27.51264971825161,53.773206762184145,2024-01-01
2024-01-01,Inactive,Martinez Ltd,Pune,North,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,12200,4429632.44,908971.71,3646162.17,1654781.34,1847665.08,631329.17,15748.86,17.314895513821867,50.67424304937046,2024-01-01
2024-01-01,Inactive,Mason LLC,Mumbai,East,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,11412,5133715.68,950540.82,4293723.9,1837400.02,2348670.49,897773.3,17254.77,20.908966689730562,54.70008190326351,2024-01-01
2024-01-01,Inactive,Mason Ltd,Mumbai,West,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,11477,3474013.47,748451.51,2855075.27,1174070.32,1570214.04,195757.72,19847.94,6.856481930859918,54.99729049174945,2024-01-01
2024-01-01,Inactive,Mcfarland Group,Bangalore,North,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%,8017,2951798.43,884508.88,2140805.61,962217.29,1031028.13,-408424.18,19380.5,-19.07806005796108,48.1607543059456,2024-01-01
2024-01-01,Inactive,Mckenzie LLC,Hyderabad,West,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,13716,4420693.97,740249.77,3749501.7,1215248.15,2415262.25,1109627.21,10085.5,29.593991382908293,64.41555287199895,2024-01-01
2024-01-01,Inactive,Mcknight-Allison,Pune,East,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,8478,4121123.28,1005328.1,3175813.28,1266525.61,1787533.98,437995.14,29472.15,13.791589787671649,56.28586514380972,2024-01-01
2024-01-01,Inactive,Meadows-Rangel,Pune,North,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,14083,4651202.12,1109169.99,3612520.43,1553248.4,1921536.52,564114.52,29278.24,15.615538539667165,53.19102153838892,2024-01-01
2024-01-01,Inactive,Medina Ltd,Ahmedabad,West,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,9667,3080667.61,470575.96,2757627.16,967103.32,1683261.37,325621.94,27208.86,11.808048046640213,61.04020856829682,2024-01-01
2024-01-01,Inactive,Mendez and Sons,Pune,East,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,9436,3584564.66,694896.62,2972654.02,1043388.59,1854050.03,472752.51,13942.65,15.903381517637898,62.37019234414639,2024-01-01
2024-01-01,Inactive,"Mercado, Gonzalez and Miles",Ahmedabad,East,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,7293,3019477.74,504057.97,2629504.83,903941.92,1645737.19,94811.34,10966.78,3.605672783647254,62.58734234764649,2024-01-01
2024-01-01,Inactive,Miller PLC,Pune,North,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,8773,2826034.97,779978.46,2107419.57,985799.17,1041740.84,-367276.57,27789.76,-17.427785868003497,49.43205685425043,2024-01-01
2024-01-01,Inactive,Miller-Salazar,Bangalore,South,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,13776,4863535.95,1348426.75,3555813.0,1519582.54,1955782.35,561665.36,16079.71,15.795694542991995,55.002396076509086,2024-01-01
2024-01-01,Inactive,Miranda-Burch,Hyderabad,South,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,14037,6779175.4,1193881.31,5717255.9,1786507.36,3823485.13,2526921.12,20229.28,44.19814617708471,66.87622868166527,2024-01-01
2024-01-01,Inactive,"Mitchell, Archer and Barajas",Ahmedabad,North,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,11079,5178460.21,800366.02,4484824.08,2141311.68,2265624.43,990242.71,23569.67,22.07985625157453,50.51757637726561,2024-01-01
2024-01-01,Inactive,Moore PLC,Hyderabad,South,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%,8716,2955200.1,515233.17,2510841.84,803525.15,1650480.44,496241.26,23031.0,19.76393941244822,65.73414596277398,2024-01-01
2024-01-01,Inactive,Moore-Bentley,Pune,West,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,12801,5275798.55,1138386.42,4187086.63,2063018.37,2072540.88,723592.55,21698.42,17.281528039461655,49.49839979785658,2024-01-01
2024-01-01,Inactive,Mullins-Forbes,Pune,North,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,12560,5454253.01,1585257.32,3920589.53,1339492.09,2442075.52,1060235.64,19626.43,27.042760581978087,62.28847731478792,2024-01-01
2024-01-01,Inactive,"Navarro, Roberson and Brooks",Ahmedabad,South,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,8728,2848430.91,645711.72,2291549.63,709988.22,1473175.68,115582.57,24540.63,5.0438606472599075,64.28731286086088,2024-01-01
2024-01-01,Inactive,"Nelson, Leonard and Mccoy",Hyderabad,West,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,7407,2371408.19,408170.42,2028072.51,936166.65,962110.98,-321595.12,19971.28,-15.857180569939286,47.43967364362135,2024-01-01
2024-01-01,Inactive,Nguyen-Ramirez,Pune,North,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,9862,4686906.05,1298641.87,3488010.76,1019955.62,2330566.61,1027228.92,12538.7,29.45027956278438,66.81649714864986,2024-01-01
